Product Status,Instrument,ISIN,WKN,Product Assignment Group Description,Market Maker,Specialist,First Trading Date,Last Trading Date
Active,LUYE PHARMA GROUP DL- 02,BMG570071099,000A116Z9,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2014-08-14,
Active,COMMERCE RESOURCES CORP.,CA2006977045,000A2PQKV,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2019-08-15,
Active,NEXUS MINERALS LTD,AU000000NXM3,000A1J82J,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2015-12-23,
Active,MAIDEN HLDGS LTD  DL - 01,BMG5753U1128,000A0QZ6P,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-12-18,
Active,NEXTDC LTD,AU000000NXT8,000A1C9HQ,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-06-17,
Active,SINOVAC BIOTECH   DL- 001,AGP8696W1045,000789125,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,OAR RESOURCES LTD.,AU000000OAR8,000A119V0,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2019-07-22,
Active,MANDARIN ORIENTAL  DL- 05,BMG578481068,000872956,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2019-05-24,
Active,ORBITAL CORP.LTD.,AU000000OEC2,000880033,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,MAN WAH HLDGS (NEW)HD- 40,BMG5800U1071,000A1CWNV,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,OTTO ENERGY LTD.,AU000000OEL3,000A0HG75,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,SCHLUMBERGER   DL- 01,AN8068571086,000853390,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,FREQUENTIS AG,ATFREQUENT09,000A2PHG5,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2019-05-14,
Active,CONIFEX TIMBER INC.,CA2073241044,000A1W3HW,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-06-18,
Active,MARINOMED BIOTECH AG INH.,ATMARINOMED6,000A2N9MM,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2019-02-04,
Active,ADDIKO BANK AG INH.,AT000ADDIKO0,000A2PMK5,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2019-07-12,
Active,ALPHA+OMEGA SEMIC.DL- 002,BMG6331P1041,000A1CXBR,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,AGRANA BET.AG INH.,AT000AGRANA3,000A2NB37,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-07-27,
Active,CONSTELLATION SOFTWARE,CA21037X1006,000A0JM27,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-06-09,
Active,KAPSCH TRAFFICCOM AG,AT000KAPSCH9,000A0MUZU,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,OKAPI RESOURCES LTD,AU000000OKR7,000A2DWQT,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-10-02,
Active,CONTAGIOUS GAMING INC.,CA2107373003,000A2DYD5,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-09-28,
Active,OESTERREICH. POST AG,AT0000APOST4,000A0JML5,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,NAN HAI CORP.LTD.  HD- 01,BMG6389N1002,000A0ETPC,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,KONTRON AG O.N,AT0000A0E9W5,000A0X9EJ,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,OLIVER'S REAL FOOD LTD.,AU000000OLI4,000A2DTE1,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-10-18,
Active,CONVERGE TECHNOLOGY SOL.,CA21250C1068,000A2PD0W,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2019-02-26,
Active,POLYTEC HLDG AG INH. EO 1,AT0000A00XX9,000A0JL31,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,COPPER FOX METALS INC.,CA21749Q1046,000A0HNEG,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,NEWOCEAN ENERGY HLD.HD-10,BMG6469T1009,000A0J37L,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2012-07-25,
Active,PETRO WELT TECHNOLOGIE.AG,AT0000A00Y78,000A0JKWU,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,OOH MEDIA LTD,AU000000OML6,000A12HLW,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2015-01-05,
Active,COPPER MOUNTAIN MINING,CA21750U1012,000A0MWH1,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,NINE DRAG.PAP.HLDGS HD-10,BMG653181005,000A0JDLB,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,AMS-OSRAM AG,AT0000A18XM4,000A118Z8,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2014-07-25,
Active,OPTHEA LTD,AU000000OPT2,000A2AB8J,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-04-11,
Active,COPPER LAKE RES LTD,CA21750Y1034,000A12CEW,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2014-09-26,
Active,IMMOFINANZ AG INH.,AT0000A21KS2,000A2JN9W,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-06-25,
Active,ORORA LTD,AU000000ORA8,000A1W81B,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2013-12-20,
Active,BAWAG GROUP AG,AT0000BAWAG2,000A2DYJN,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2017-10-26,
Active,NORDIC AMER.TANKER.DL- 01,BMG657731060,000394869,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,NORTHERN DRILLING LTD DL1,BMG6624L1090,000A2DQJZ,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2019-02-07,
Active,ORIGIN ENERGY LTD.,AU000000ORG5,000931678,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,AMAG AUSTRIA METALL INH.,AT00000AMAG3,000A1JFYU,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,NORWEGIAN CRUISE LINE HL.,BMG667211046,000A1KBL8,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-01-24,
Active,ORICA LTD.,AU000000ORI1,000854422,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,FACC AG INH.AKT.,AT00000FACC2,000A1147K,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-10-27,
Active,NWS HLDGS            HD 1,BMG668971101,000256279,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,ORION METALS LTD,AU000000ORM3,000A0N9RJ,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,FLUGHAFEN WIEN AG,AT00000VIE62,000A2AMK9,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2016-06-27,
Active,ODFJELL DRILL.LTD. DL- 01,BMG671801022,000A1W5D5,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-02-27,
Active,STRABAG SE,AT000000STR1,000A0M23V,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,ORIENT OVERS. NEW  DL- 10,BMG677491539,000A0MNVA,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,RAIFFEISEN BK INTL INH.,AT0000606306,000A0D9SU,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,PACIFIC BASIN SHIP.DL- 01,BMG684371393,000A0B6V3,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,PHARMAUST LTD.,AU000000PAA1,000A0DNJ3,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,PORR AG,AT0000609607,000850185,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-12-17,
Active,CA IMMOB.ANL.,AT0000641352,000876520,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,PAC.CENT.PREM.     HD- 50,BMG6844T1229,000A1J0NA,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2012-08-01,
Active,LENZING AG,AT0000644505,000852927,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PANORAMIC RES LTD,AU000000PAN4,000A0Q29H,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,ERSTE GROUP BNK INH. O.N.,AT0000652011,000909943,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PARADISE ENTERT. HD - 001,BMG6893L1375,000A1W2VY,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2013-12-09,
Active,PANCONTINENTAL ENERGY NL,AU000000PCL4,000A0CAFF,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,S IMMO AG,AT0000652250,000902388,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PALADIN ENERGY LTD.,AU000000PDN8,000890889,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,GIORDANO INTL      HD- 05,BMG6901M1010,000616556,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,TELEKOM AUSTRIA AG,AT0000720008,000588811,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,PAX GLOBAL TECHNOL.HD- 10,BMG6955J1036,000A1C9CN,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,ANDRITZ AG,AT0000730007,000632305,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,CORUS ENTERTAIN.B NVTG,CA2208741017,000925798,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PEKING UNI.RES(H.) HD- 10,BMG6982M1038,000A1W97Y,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2013-12-09,
Active,EVN AG,AT0000741053,000878279,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PEAK RARE EARTHS LTD.,AU000000PEK2,000A0LA5V,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,OMV AG,AT0000743059,000874341,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PENINSULA ENERGY LTD.,AU000000PEN6,000A0CBE5,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,VERBUND AG       INH. A,AT0000746409,000877738,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2012-03-30,
Active,PALFINGER AG,AT0000758305,000919964,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,CRESCENT POINT ENERGY,CA22576C1014,000A0NDGG,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,PEEL MINING LTD.,AU000000PEX5,000A0MNW5,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PINE TECHNOLOGY    HD - 1,BMG709641044,000931045,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2013-09-06,
Active,CRESCO LABS INC. SUB. VTG,CA22587M1068,000A2PAHM,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2019-08-08,
Active,PARAGON CARE LTD,AU000000PGC4,000A0Q4D2,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PLAYMATES HLDGS NEW HD-10,BMG7130P2206,000A2DS7U,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2017-06-26,
Active,PACT GROUP HLDGS,AU000000PGH3,000A12A5R,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2014-09-09,
Active,CREW ENERGY INC.,CA2265331074,000912417,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,FABASOFT AG,AT0000785407,000922985,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,SEMPERIT AG HLDG,AT0000785555,000870378,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,CRITICAL ELEMENTS LITHIUM,CA22675W1077,000A1H7ZM,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PLATINA RESOURCES LTD,AU000000PGM3,000A0JLZM,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PLAYMATES TOYS GROUP LTD,BMG7147S1008,000A0NA53,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,UBM DEVELOPMENT AG,AT0000815402,000852735,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2015-02-05,
Active,CRONOS GRP INC.,CA22717L1013,000A2DMQY,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-03-06,
Active,PERPETUAL EQU. INV.,AU000000PIC0,000A12DSG,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2014-12-29,
Active,POU SHENG INTL HLD.HD- 25,BMG7208D1092,000A0QZ4U,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,DO + CO AG,AT0000818802,000915210,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,UNIQA INSURANCE GROUP AG,AT0000821103,000928900,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,WARIMPEX FIN.U.BETEIL. AG,AT0000827209,000A0LGV4,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,WIENERBERGER,AT0000831706,000852894,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,WOLFORD AG,AT0000834007,000893975,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,REALORD GRP HLDGS HD - 10,BMG7403L1046,000A12B6H,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2014-09-22,
Active,PILBARA MINERALS LTD,AU000000PLS0,000A0YGCV,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2015-09-02,
Active,ZUMTOBEL GROUP AG INH. A,AT0000837307,000A0JLPR,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,REGAL HOTELS INTL  HD- 10,BMG7475M1626,000A0RBYS,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PRO MEDICUS LTD.,AU000000PME8,000591723,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-04-03,
Active,VIENNA INSURANCE GRP INH.,AT0000908504,000A0ET17,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,RENAISSANCERE HLDGS  DL 1,BMG7496G1033,000896628,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ROSENBAUER INTL,AT0000922554,000892502,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
Active,VOESTALPINE AG,AT0000937503,000897200,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,ROMREAL LTD.    EO 0 0025,BMG763301022,000A0MSQN,BOERSE FRANKFURT EQUITIES,TRADEGATE AG WERTPAPIERHANDELSBANK,TRADEGATE AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,MAYR-MELNHOF KARTON,AT0000938204,000890447,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2011-05-23,
Active,SCHOELLER-BLECKMANN OILF.,AT0000946652,000907391,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,PANTORO LTD.,AU000000PNR8,000A0YFVM,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-04-08,
Active,AT+S AUSTR.T.+SYSTEMT.,AT0000969985,000922230,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,POLYNOVO LTD,AU000000PNV0,000A12F4T,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-10-17,
Active,SHANGRI-LA ASIA      HD 1,BMG8063F1068,000886778,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,HARVEST MINERALS LTD,AU000XINEAB4,000A2ASF4,BOERSE FRANKFURT EQUITIES,WOLFGANG STEUBING AG,WOLFGANG STEUBING AG,2018-07-20,
Active,SHENZHEN INTL HLDGS NEW,BMG8086V1467,000A1XEDC,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2014-03-04,
Active,SEEING MACHINES LTD,AU0000XINAJ0,000A0LAV0,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2016-06-14,
Active,CYMBRIA CORP. CLASS A,CA23257X1096,000A0RB9S,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,PODIUM MINERALS,AU000000POD6,000A2JE7D,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-06-20,
Active,POSEIDON NICKEL LTD.,AU000000POS4,000A0MXJ7,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,CAPITAL INDU.FIN.SV HD-01,BMG8114P1032,000889510,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,AUSTRALIAN AGRICULT.,AU000000AAC9,000763858,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,COSCO SHIPP.INTL(HK)HD-10,BMG8114Z1014,000912235,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PROTEAN ENERGY LTD.,AU000000POW6,000A2ADS3,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2016-01-29,
Active,PERPETUAL LTD.,AU000000PPT9,000872071,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ADBRI LTD.,AU000000ABC7,000866475,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2011-05-23,
Active,D-BOX TECHNOLOGIES INC.,CA23305P1080,000A0JDUC,BOERSE FRANKFURT EQUITIES,ICF BANK AG WERTPAPIERHANDELSBANK,ICF BANK AG WERTPAPIERHANDELSBANK,2011-05-23,
Active,SIGNET JEWELERS    DL- 18,BMG812761002,000A0Q9SE,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ABACUS PROPERTY GRP UTS,AU000000ABP9,000813933,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-09-18,
Active,SIHUAN PHARMAC.GRP HD- 01,BMG8162K1137,000A1C72G,BOERSE FRANKFURT EQUITIES,ODDO BHF Corporates & Markets AG,ODDO BHF Corporates & Markets AG,2011-05-23,
Active,PERSEUS MINING LTD.,AU000000PRU3,000A0B7MN,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,A-CAP ENERGY LTD.,AU000000ACB7,000A0JMQV,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2019-05-09,
Active,SINOPEC KANTONS H.  HD-10,BMG8165U1009,000923923,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,PLATINUM ASSET MANAG.LTD,AU000000PTM6,000A0MSNR,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2018-08-08,
Active,DMG BLOCKCHAIN SOL. NEW,CA23345B2003,000A2JD2F,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2018-03-23,
Active,ACRUX LTD.,AU000000ACR3,000A0B8LR,BOERSE FRANKFURT EQUITIES,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,BANKHAUS SCHEICH WERTPAPIERSPEZ. AG,2017-06-29,
Active,SKYWORTH GROUP LTD.HD- 10,BMG8181C1001,000936973,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,ACCENT RES N.L.,AU000000ACS1,000A0ETE6,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,SING TAO NEWS CORP. CONS.,BMG8196H1280,000A0JM5Q,BOERSE FRANKFURT EQUITIES,BAADER BANK AG,BAADER BANK AG,2011-05-23,
Active,SMARTONE TEL.HLDGS HD- 10,BMG8219Z1059,000907444,BOERSE FRANKFURT EQUITIES,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,MWB FAIRTRADE WERTPAPIERHANDELSBANK AG,2011-05-23,
