18. Nov 2010,Delisted (Notierungsaufnahme),Hoffmann AHG SE, -kein-,None,None," € 10,55 "," € 2.848.500,00"
17. Nov 2010,Delisted (Notierungsaufnahme),SM Prime Holdings Co.Ltd, -kein-,None,None,None,None
17. Nov 2010,Delisted (Notierungsaufnahme),Struans Holdings Corp., -kein-,None,None," € 3,15 "," € 63.000.000,00"
16. Nov 2010,Delisted (Notierungsaufnahme),Baltic Finance PLC, -kein-,None,None,None,None
15. Nov 2010,Delisted (Notierungsaufnahme),"Black Dragon Resources Ltd.,", -kein-,None,None," € 0,40 "," € 17.200.000,00"
15. Nov 2010,Delisted (Notierungsaufnahme),San Miguel Geothermal Power Co.Ltd., -kein-,None,None,None,None
15. Nov 2010,Delisted (Notierungsaufnahme),Hawkhurst Capital PLC, -kein-,None,None,None,None
12. Nov 2010,Delisted (Notierungsaufnahme),Knowledge Capital Ltd., -kein-,None,None," € 0,79 "," € 15.800.000,00"
10. Nov 2010,Delisted (Notierungsaufnahme),Swiss Global Moneycare AG, -kein-,None,None," € 1,05 "," € 840.000,00"
05. Nov 2010,Delisted (Notierungsaufnahme),Sejong Investments PLC, -kein-,None,None," € 3,52 "," € 176.000.070,00"
03. Nov 2010,Delisted (Notierungsaufnahme),Vegas77 Entertainment SE, -kein-,None,None," € 8,00 "," € 2.160.000,00"
02. Nov 2010,Delisted (Notierungsaufnahme),Liso Goldmines plc, -kein-,None,None," € 1,28 "," € 32.000.000,00"
01. Nov 2010,Delisted (Notierungsaufnahme),China Pyromedia Ltd., -kein-,None,None," € 0,91 "," € 4.095.910,00"
29. Okt 2010,Delisted (Notierungsaufnahme),Rainpure Water PLC, -kein-,None,None," € 3,45 "," € 69.000.069,00"
27. Okt 2010,Delisted (Notierungsaufnahme),Clenergen Corp., -kein-,None,None," € 0,60 "," € 63.367.159,00"
27. Okt 2010,Delisted (Notierungsaufnahme),Global Dynamix Solutions GB PLC, -kein-,None,None," € 1,25 "," € 37.500.000,00"
27. Okt 2010,Delisted (Notierungsaufnahme),Allgreentech International Plc, -kein-,None,None,None,None
22. Okt 2010,Delisted (Notierungsaufnahme),True Green Energy Group Corp., -kein-,None,None," € 10,00 "," € 350.000.000,00"
20. Okt 2010,Delisted (Notierungsaufnahme),Mind Solutions Inc., -kein-,None,None," € 0,45 "," € 4.500.000,00"
20. Okt 2010,Delisted (Notierungsaufnahme),Lucky Punch Inc., -kein-,None,None," € 0,20 "," € 200.740,00"
19. Okt 2010,Delisted (Notierungsaufnahme),Electrum Mining Resources Ltd., -kein-,None,None,None,None
15. Okt 2010,Delisted (Notierungsaufnahme),Nanotech Systems Inc., -kein-,None,None," € 3,00 "," € 30.000.000,00"
15. Okt 2010,Delisted (Notierungsaufnahme),Razzlo PLC, -kein-,None,None,None,None
12. Okt 2010,Delisted (Notierungsaufnahme),Blindata PLC, -kein-,None,None,None,None
08. Okt 2010,Delisted (Notierungsaufnahme),Primary Capital Ltd., -kein-,None,None," € 2,00 "," € 5.000.000,00"
08. Okt 2010,Delisted (Notierungsaufnahme),Greenworld Wind Supreme Power Co. Ltd., -kein-,None,None," € 0,25 "," € 1.555.000,00"
08. Okt 2010,Delisted (Notierungsaufnahme),EUROMAX Entertainment Ltd., -kein-,None,None," € 0,25 "," € 6.250.000,00"
05. Okt 2010,Delisted (Notierungsaufnahme),Bizingo Inc., -kein-,None,None,None,None
29. Sep 2010,Delisted (Notierungsaufnahme),Jatet Petro Technology PLC, -kein-,None,None," € 0,51 "," € 12.750.000,00"
29. Sep 2010,Delisted (Notierungsaufnahme),EHouse Global PLC, -kein-,None,None," € 0,80 "," € 9.617.600,00"
29. Sep 2010,Delisted (Notierungsaufnahme),Quantitative Alpha Trading Inc., -kein-,None,None,None,None
27. Sep 2010,Delisted (Notierungsaufnahme),Capitol W.B.C. PLC, -kein-,None,None," € 6,00 "," € 30.000.000,00"
27. Sep 2010,Delisted (Notierungsaufnahme),Advanced Envirotec Corp., -kein-,None,None," € 1,70 "," € 5.950.000,00"
23. Sep 2010,Delisted (Notierungsaufnahme),Aurum Mining Resources PLC, -kein-,None,None," € 4,00 "," € 20.000.000,00"
21. Sep 2010,Delisted (Notierungsaufnahme),Aphex BioCleanse Systems Corp., -kein-,None,None,None,None
21. Sep 2010,Delisted (Notierungsaufnahme),Kennedy Capital Corp., -kein-,None,None," € 1,25 "," € 6.525.000,00"
15. Sep 2010,Delisted (Notierungsaufnahme),Recyc Commodities SE, -kein-,None,None," € 3,00 "," € 900.000,00"
08. Sep 2010,Delisted (Notierungsaufnahme),JSM Wireless UK PLC, -kein-,None,None," € 12,20 "," € 3.077.718,00"
07. Sep 2010,Delisted (Notierungsaufnahme),Global Crown Solar Power Co.Ltd., -kein-,None,None," € 2,00 "," € 5.183.600,00"
31. Aug 2010,Delisted (Notierungsaufnahme),Potrimpos Capital SE, -kein-,None,None,None,None
31. Aug 2010,Delisted (Notierungsaufnahme),Evergreen Bamboo International Ltd., -kein-,None,None,None,None
18. Aug 2010,Delisted (Notierungsaufnahme),Southeast Asia Renewable Power Company Ltd., -kein-,None,None," € 1,10 "," € 349.800,00"
18. Aug 2010,Delisted (Notierungsaufnahme),ICZ Holding N.V., -kein-,None,None," € 13,00 "," € 34.840.468,00"
13. Aug 2010,Delisted (Notierungsaufnahme),COMplus Technologies SE, -kein-,None,None," € 3,64 "," € 1.092.000,00"
12. Aug 2010,Delisted (Notierungsaufnahme),Madison Property AG, Finanzdienstleistung,None,None," € 26,60 "," € 93.100.000,00"
12. Aug 2010,Delisted (Notierungsaufnahme),Global Aviation Syndicate Ltd., -kein-,None,None," € 0,81 "," € 202.500,00"
10. Aug 2010,Delisted (Notierungsaufnahme),AUTEV AG, -kein-,None,None," € 26,00 "," € 14.820.000,00"
28. Jul 2010,Delisted (Notierungsaufnahme),China Zongbao Clean Tech Ltd., -kein-,None,None," € 1,05 "," € 38.272.500,00"
28. Jul 2010,Delisted (Notierungsaufnahme),Qeteras Ltd., -kein-,None,None,None,None
26. Jul 2010,Delisted (Notierungsaufnahme),Pure Biogas Solutions PLC, -kein-,None,None," € 1,00 "," € 25.000.234,00"
16. Jul 2010,Delisted (Notierungsaufnahme),Produced Water Solutions PLC, -kein-,None,None," € 1,50 "," € 37.500.000,00"
15. Jul 2010,Delisted (Notierungsaufnahme),German Brands PLC, -kein-,None,None," € 0,00 "," € 25.000,00"
07. Jul 2010,Delisted (Notierungsaufnahme),Cheung Wing Biotechnology Company Ltd., -kein-,None,None," € 0,01 "," € 130.000,00"
01. Jul 2010,Delisted (Notierungsaufnahme),MOWJOW PLC, -kein-,None,None," € 0,99 "," € 23.774.850,00"
29. Jun 2010,Delisted (Notierungsaufnahme),Viridis Technologies Inc., -kein-,None,None," € 1,25 "," € 20.758.750,00"
29. Jun 2010,Delisted (Notierungsaufnahme),MCW Energy Group Ltd., -kein-,None,None," € 0,55 "," € 68.750.000,00"
25. Jun 2010,Delisted (Notierungsaufnahme),HessGen Canada Inc., -kein-,None,None," € 2,00 "," € 120.000.000,00"
22. Jun 2010,Delisted (Notierungsaufnahme),iVegas Gaming Ltd., -kein-,None,None," € 0,89 "," € 356.000,00"
11. Jun 2010,Delisted (Notierungsaufnahme),Standard Gold Mines PLC, -kein-,None,None," € 1,45 "," € 62.718.590,00"
09. Jun 2010,Delisted (Notierungsaufnahme),BRAC SYSTEMS INC., -kein-,None,None," € 0,36 "," € 10.800.000,00"
08. Jun 2010,Delisted (Notierungsaufnahme),Big Rock Resources Inc., -kein-,None,None," € 1,00 "," € 1.133.333,00"
08. Jun 2010,Delisted (Notierungsaufnahme),TrafAir Capital AG, -kein-,None,None," € 25,00 "," € 25.000.000,00"
07. Jun 2010,Delisted (Notierungsaufnahme),Dynamic Systems Holdings Inc., -kein-,None,None," € 3,50 "," € 28.198.335,00"
03. Jun 2010,Delisted (Notierungsaufnahme),Chelsea Management Partners PLC, -kein-,None,None," € 0,70 "," € 17.500.000,00"
02. Jun 2010,Delisted (Notierungsaufnahme),Terra Sun Ltd., -kein-,None,None,None,None
31. Mai 2010,Delisted (Notierungsaufnahme),Apollo Bell International Plc, -kein-,None,None," € 2,75 "," € 68.750.000,00"
28. Mai 2010,Delisted (Notierungsaufnahme),Viridax Corp., -kein-,None,None," € 1,00 "," € 350.100,00"
28. Mai 2010,Delisted (Notierungsaufnahme),PS Vermögensverwaltung AG, -kein-,None,None," € 1,00 "," € 400.000,00"
28. Mai 2010,Delisted (Notierungsaufnahme),HQ LIFE AG, -kein-,None,None," € 1,00 "," € 400.000,00"
20. Mai 2010,Delisted (Notierungsaufnahme),Speciality Union Products PLC, -kein-,None,None," € 1,00 "," € 1.500.000,00"
20. Mai 2010,Delisted (Notierungsaufnahme),International Solar Systems PLC, -kein-,None,None," € 0,55 "," € 825.000,00"
20. Mai 2010,Delisted (Notierungsaufnahme),TOPMAC HOLDINGS PLC, -kein-,None,None," € 1,68 "," € 42.000.000,00"
12. Mai 2010,Delisted (Notierungsaufnahme),PCG President Corporate Group Ltd., -kein-,None,None," € 1,25 "," € 898.750,00"
11. Mai 2010,Delisted (Notierungsaufnahme),North Thunder Bay Mining Co. Ltd., -kein-,None,None," € 0,90 "," € 405.000,00"
10. Mai 2010,Delisted (Notierungsaufnahme),Apollo Capital Group Inc., -kein-,None,None," € 0,80 "," € 13.315.727,00"
07. Mai 2010,Delisted (Notierungsaufnahme),Visisys Holdings PLC, -kein-,None,None," € 0,45 "," € 22.500.000,00"
05. Mai 2010,Delisted (Notierungsaufnahme),Prairie West Oil & Gas Ltd, -kein-,None,None," € 0,70 "," € 11.049.917,00"
05. Mai 2010,Delisted (Notierungsaufnahme),Devonhill Technology Partners PLC, -kein-,None,None," € 0,45 "," € 37.935.000,00"
30. Apr 2010,Delisted (Notierungsaufnahme),Fashion TV Holding Ltd., -kein-,None,None," € 23,00 "," € 120.916.980,00"
30. Apr 2010,Delisted (Notierungsaufnahme),Globalm-Group PLC, -kein-,None,None," € 1,05 "," € 31.500.000,00"
28. Apr 2010,Delisted (Notierungsaufnahme),Texcan Capital Inc., -kein-,None,None," € 0,25 "," € 4.793.750,00"
22. Apr 2010,Delisted (Notierungsaufnahme),Cobram Oil PLC, -kein-,None,None," € 1,80 "," € 9.000.000,00"
20. Apr 2010,Delisted (Notierungsaufnahme),Sapphire Capital PLC, -kein-,None,None," € 1,52 "," € 38.000.000,00"
12. Apr 2010,Delisted (Notierungsaufnahme),Kampac International PLC, -kein-,None,None," € 2,50 "," € 2.500.000.000,00"
12. Apr 2010,Delisted (Notierungsaufnahme),Resos Pharma PLC, -kein-,None,None," € 1,49 "," € 3.360.248,00"
12. Apr 2010,Delisted (Notierungsaufnahme),Blackwood Global Resources PLC, -kein-,None,None," € 1,49 "," € 3.360.248,00"
09. Apr 2010,Delisted (Notierungsaufnahme),Greenvironment PLC, -kein-,None,None," € 0,60 "," € 4.377.300,00"
08. Apr 2010,Delisted (Notierungsaufnahme),High Win PLC Inc., -kein-,None,None," € 0,20 "," € 2.000.000,00"
07. Apr 2010,Delisted (Notierungsaufnahme),Telecorp Inc., -kein-,None,None," € 0,75 "," € 15.000.000,00"
06. Apr 2010,Delisted (Notierungsaufnahme),West African Gold Resources Mining Inc., -kein-,None,None," € 4,50 "," € 23.625.000,00"
26. Mär 2010,Delisted (Notierungsaufnahme),Dub Oil PLC, -kein-,None,None," € 2,50 "," € 12.500.000,00"
23. Mär 2010,Delisted (Notierungsaufnahme),PARKERMEDIA AG, -kein-,None,None," € 1,05 "," € 8.739.460,80"
18. Mär 2010,Delisted (Notierungsaufnahme),Rebootizer Group PLC, -kein-,None,None," € 0,94 "," € 141.000.001,00"
12. Mär 2010,Delisted (Notierungsaufnahme),Idea Fabrik PLC, -kein-,None,None," € 2,60 "," € 104.000.000,00"
12. Mär 2010,Delisted (Notierungsaufnahme),Greenwave Bio Ltd., -kein-,None,None," € 2,00 "," € 41.000.000,00"
11. Mär 2010,Delisted (Notierungsaufnahme),Gaiacor International PLC, -kein-,None,None," € 1,20 "," € 19.703.286,00"
09. Mär 2010,Delisted (Notierungsaufnahme),Alta Aerial PLC, -kein-,None,None," € 3,10 "," € 62.000.000,00"
08. Mär 2010,Delisted (Notierungsaufnahme),Bolser PLC, -kein-,None,None," € 1,00 "," € 1.033.000,00"
25. Feb 2010,Delisted (Notierungsaufnahme),Hitech Stages Ltd., -kein-,None,None," € 1,80 "," € 8.910.000,00"
29. Jan 2010,Delisted (Notierungsaufnahme),True Green Led PLC, -kein-,None,None," € 2,51 "," € 50.200.000,00"
21. Jan 2010,Delisted (Notierungsaufnahme),Global EcoPower S.A., -kein-,None,None," € 2,90 "," € 44.972.962,20"
06. Jan 2010,Delisted (Notierungsaufnahme),Rich AG, -kein-,None,None," € 1,11 "," € 56.277.000,00"
23. Dez 2009,Delisted (Notierungsaufnahme),Noninvasive Medical Technologies Ltd., -kein-,None,None," € 3,50 "," € 62.185.295,00"
22. Dez 2009,Delisted (Notierungsaufnahme),Lotus Resources PLC, -kein-,None,None," € 0,60 "," € 38.547.060,00"
04. Dez 2009,Delisted (Notierungsaufnahme),Dineout SA Ltd., -kein-,None,None," € 1,90 "," € 7.600.000,00"
02. Dez 2009,Delisted (Notierungsaufnahme),Worldlink Group PLC, -kein-,None,None," € 0,04 "," € 35.000.000,00"
01. Dez 2009,Delisted (Notierungsaufnahme),Anglo African Minerals PLC, -kein-,None,None," € 1,90 "," € 48.674.224,00"
27. Nov 2009,Delisted (Notierungsaufnahme),Primex Oil Production Inc., -kein-,None,None," € 2,05 "," € 307.602.500,00"
27. Nov 2009,Delisted (Notierungsaufnahme),Hail First Pharma Inc., -kein-,None,None," € 2,05 "," € 308.545.500,00"
24. Nov 2009,Delisted (Notierungsaufnahme),MI Media Holdings Ltd., -kein-,None,None," € 1,40 "," € 32.200.000,00"
09. Nov 2009,Delisted (Notierungsaufnahme),Curcas Oil N.V., -kein-,None,None," € 0,08 "," € 8.400.000,00"
09. Nov 2009,Delisted (Notierungsaufnahme),Initation Enterprises Company Ltd., -kein-,None,None," € 0,20 "," € 600.000,00"
09. Nov 2009,Delisted (Notierungsaufnahme),Blue Planet Environmental Inc., -kein-,None,None," € 1,40 "," € 51.103.972,00"
13. Okt 2009,Delisted (Notierungsaufnahme),Emission & Power Solutions Plc, -kein-,None,None," € 1,00 "," € 20.000.000,00"
07. Okt 2009,Delisted (Notierungsaufnahme),OMtv Communications Inc., -kein-,None,None," € 1,00 "," € 461.000,00"
07. Sep 2009,Delisted (Notierungsaufnahme),Philand Ranch Ltd., -kein-,None,None," € 3,75 "," € 93.224.250,00"
18. Aug 2009,Delisted (Notierungsaufnahme),Hollywood Classics Network Inc., -kein-,None,None," € 0,50 "," € 1.391.550,00"
12. Aug 2009,Delisted (Notierungsaufnahme),Focused Money Solutions S.A., -kein-,None,None," € 2,00 "," € 23.150.000,00"
31. Jul 2009,Delisted (Notierungsaufnahme),Wi-Sky Inflight Inc., -kein-,None,None," € 7,50 "," € 75.000.000,00"
18. Jun 2009,Delisted (Notierungsaufnahme),Noninvasive Medical Technologies Inc., -kein-,None,None," € 3,65 "," € 39.168.150,00"
29. Mai 2009,Delisted (Notierungsaufnahme),MedX Ltd., -kein-,None,None," € 1,60 "," € 32.000.000,00"
29. Mai 2009,Delisted (Notierungsaufnahme),United States Oil & Gas Corp., -kein-,None,None," € 1,00 "," € 39.782.000,00"
08. Mai 2009,Delisted (Notierungsaufnahme),enexoma AG, -kein-,None,None," € 200,00 "," € 52.000.000,00"
25. Mär 2009,Delisted (Notierungsaufnahme),Fonds Direkt Portfolio Management AG, -kein-,None,None," € 24,00 "," € 2.400.000,00"
11. Mär 2009,Delisted (Notierungsaufnahme),ENRO Energie SE, -kein-,None,None," € 1,50 "," € 13.695.000,00"
09. Mär 2009,Delisted (Notierungsaufnahme),Deep Space Media Group AG, -kein-,None,None," € 1,40 "," € 35.000.000,00"
04. Mär 2009,Delisted (Notierungsaufnahme),Vitascanning AG, -kein-,None,None," € 7,80 "," € 15.600.000,00"
24. Feb 2009,Delisted (Notierungsaufnahme),Nexis Holdings PLC, -kein-,None,None," € 0,22 "," € 345.834.398,00"
23. Feb 2009,Delisted (Notierungsaufnahme),Global Investment & Exploration AG, -kein-,None,None," € 0,10 "," € 5.000.000,00"
16. Feb 2009,Delisted (Notierungsaufnahme),Hilbroy Advisory Inc., -kein-,None,None," € 0,60 "," € 270.000.000,00"
16. Feb 2009,Delisted (Notierungsaufnahme),Regio Capital AG, -kein-,None,None," € 3,00 "," € 900.000,00"
16. Feb 2009,Delisted (Notierungsaufnahme),Knado Inc., -kein-,None,None," € 0,01 "," € 1.000.000,00"
13. Feb 2009,Delisted (Notierungsaufnahme),FilmOn.com PLC, -kein-,None,None," € 0,30 "," € 315.000.300,00"
10. Feb 2009,Delisted (Notierungsaufnahme),vPE WertpapierhandelsBank AG, Finanzdienstleistung,None,None," € 10,00 "," € 7.300.000,00"
10. Feb 2009,Delisted (Notierungsaufnahme),icon fashion holding AG, -kein-,None,None," € 4,00 "," € 20.000.000,00"
05. Feb 2009,Delisted (Notierungsaufnahme),El Alto Holdings AG, -kein-,None,None," € 3,50 "," € 140.000.000,00"
27. Jan 2009,Delisted (Notierungsaufnahme),Genesis Invest AG, -kein-,None,None," € 2,00 "," € 40.000.000,00"
23. Jan 2009,Delisted (Notierungsaufnahme),Leon Mining AG, -kein-,None,None," € 2,00 "," € 20.000.000,00"
21. Jan 2009,Delisted (Notierungsaufnahme),Logana Holding AG, -kein-,None,None," € 4,80 "," € 19.200.000,00"
19. Jan 2009,Delisted (Notierungsaufnahme),Meditor Pharmaceuticals [North American] Ltd., -kein-,None,None," € 0,65 "," € 444.015,00"
16. Jan 2009,Delisted (Notierungsaufnahme),Capital Hill Plc, -kein-,None,None," € 1,75 "," € 87.500.000,00"
14. Jan 2009,Delisted (Notierungsaufnahme),CFQ Holding AG, -kein-,None,None," € 1,15 "," € 69.000.000,00"
30. Dez 2008,Delisted (Notierungsaufnahme),Ecotrade Invest AG, -kein-,None,None," € 1,00 "," € 50.000.000,00"
29. Dez 2008,Delisted (Notierungsaufnahme),Machinery & Industrial Group N.V., -kein-,None,None," € 20,00 "," € 100.000.000,00"
22. Dez 2008,Delisted (Notierungsaufnahme),Helvetia Asset Management AG, -kein-,None,None," € 1,05 "," € 42.000.000,00"
22. Dez 2008,Delisted (Notierungsaufnahme),Arqueonautas Worldwide - Arqueologia Subaquatica S.A., -kein-,None,None," € 2,60 "," € 13.000.000,00"
18. Dez 2008,Delisted (Notierungsaufnahme),Skidproof International Ltd., -kein-,None,None," € 0,28 "," € 12.413.649,00"
17. Dez 2008,Delisted (Notierungsaufnahme),Concorde Group Inc., -kein-,None,None," € 8,40 "," € 135.025.027,00"
11. Dez 2008,Delisted (Notierungsaufnahme),Hulbee AG, -kein-,None,None," € 3,08 "," € 246.400.000,00"
05. Dez 2008,Delisted (Notierungsaufnahme),PLIM Cooperation AG, -kein-,None,None," € 8,00 "," € 56.000.000,00"
03. Dez 2008,Delisted (Notierungsaufnahme),LensWista AG, -kein-,None,None," € 4,00 "," € 4.000.000,00"
03. Dez 2008,Delisted (Notierungsaufnahme),Five by Five Media AG, -kein-,None,None," € 0,55 "," € 5.500.000,00"
01. Dez 2008,Delisted (Notierungsaufnahme),autowerkstatt group N.V., -kein-,None,None," € 0,02 "," € 2.200.000,00"
07. Nov 2008,Delisted (Notierungsaufnahme),Homestore Group PLC, -kein-,None,None," € 0,28 "," € 11.200.056,00"
03. Nov 2008,Delisted (Notierungsaufnahme),Viridis Technologies AG, -kein-,None,None," € 1,50 "," € 71.250.000,00"
27. Okt 2008,Delisted (Notierungsaufnahme),Letsbuyit Group AG, -kein-,None,None," € 3,00 "," € 2.400.000,00"
27. Okt 2008,Delisted (Notierungsaufnahme),Claimpicker AG, -kein-,None,None," € 0,25 "," € 10.000.000,00"
23. Okt 2008,Delisted (Notierungsaufnahme),HC Berlin Pharma AG, -kein-,None,None," € 2,00 "," € 22.282.000,00"
21. Okt 2008,Delisted (Notierungsaufnahme),Innosis Ecological AG, -kein-,None,None," € 3,00 "," € 1.650.000,00"
09. Okt 2008,Delisted (Notierungsaufnahme),Van Verde AG, -kein-,None,None," € 4,00 "," € 40.000.000,00"
01. Okt 2008,Delisted (Notierungsaufnahme),SPIRIT ON MEDIA GROUP PLC, -kein-,None,None," € 0,25 "," € 5.000.000,00"
01. Okt 2008,Delisted (Notierungsaufnahme),Inveca AG, -kein-,None,None," € 0,05 "," € 500.000,00"
30. Sep 2008,Delisted (Notierungsaufnahme),Next Alternative Inc., -kein-,None,None," € 3,00 "," € 218.570.154,00"
30. Sep 2008,Delisted (Notierungsaufnahme),A25 Gold Producers Corp., -kein-,None,None," € 4,50 "," € 135.000.000,00"
30. Sep 2008,Delisted (Notierungsaufnahme),HOLIDAYMAXX AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
30. Sep 2008,Delisted (Notierungsaufnahme),ESAG Energy Solar AG, -kein-,None,None," € 3,50 "," € 38.500.000,00"
30. Sep 2008,Delisted (Notierungsaufnahme),mergedmedia AG, -kein-,None,None," € 12,00 "," € 1.500.000,00"
30. Sep 2008,Delisted (Notierungsaufnahme),SOLARIS INDUSTRIE AG, -kein-,None,None," € 2,00 "," € 20.000.000,00"
30. Sep 2008,Delisted (Notierungsaufnahme),Cleanaqua AG, -kein-,None,None," € 0,30 "," € 3.000.000,00"
29. Sep 2008,Delisted (Notierungsaufnahme),Shanghai Fairtrade AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
29. Sep 2008,Delisted (Notierungsaufnahme),Can Can Lingerie Holding AG, -kein-,None,None," € 1,20 "," € 78.000.000,00"
29. Sep 2008,Delisted (Notierungsaufnahme),DigiTar AG, -kein-,None,None," € 2,00 "," € 44.000.000,00"
29. Sep 2008,Delisted (Notierungsaufnahme),Pet-Core International Inc., -kein-,None,None," € 0,55 "," € 55.000.000,00"
26. Sep 2008,Delisted (Notierungsaufnahme),Areus International AG, -kein-,None,None," € 3,00 "," € 750.000,00"
26. Sep 2008,Delisted (Notierungsaufnahme),MIOOMY AG, -kein-,None,None," € 0,90 "," € 18.000.000,00"
26. Sep 2008,Delisted (Notierungsaufnahme),BrainCloud AG, -kein-,None,None," € 2,50 "," € 875.000,00"
26. Sep 2008,Delisted (Notierungsaufnahme),Global power efficiency AG, -kein-,None,None," € 3,00 "," € 30.000.000,00"
25. Sep 2008,Delisted (Notierungsaufnahme),Solatera Energy Holding AG, -kein-,None,None," € 2,48 "," € 24.800.000,00"
25. Sep 2008,Delisted (Notierungsaufnahme),fanpastico restaurants AG, -kein-,None,None," € 0,10 "," € 2.000.000,00"
25. Sep 2008,Delisted (Notierungsaufnahme),Petro Novus AG, -kein-,None,None," € 0,50 "," € 5.000.000,00"
25. Sep 2008,Delisted (Notierungsaufnahme),StarDSL AG, -kein-,None,None," € 1,00 "," € 400.000,00"
25. Sep 2008,Delisted (Notierungsaufnahme),MTM-Holding AG, -kein-,None,None," € 1,00 "," € 35.400.000,00"
24. Sep 2008,Delisted (Notierungsaufnahme),S+O Mineral Industries AG, -kein-,None,None," € 1,50 "," € 75.000,00"
24. Sep 2008,Delisted (Notierungsaufnahme),London Hong Kong Exchange PLC, -kein-,None,None," € 0,40 "," € 40.000.000,00"
24. Sep 2008,Delisted (Notierungsaufnahme),West Africa Mining Holding AG, -kein-,None,None," € 0,13 "," € 1.300.000,00"
24. Sep 2008,Delisted (Notierungsaufnahme),Gravity Holding AG, -kein-,None,None," € 0,10 "," € 2.000.000,00"
22. Sep 2008,Delisted (Notierungsaufnahme),Pharma Kontor AG, -kein-,None,None," € 0,25 "," € 3.750.000,00"
22. Sep 2008,Delisted (Notierungsaufnahme),Trans Atlantic Metals AG, -kein-,None,None," € 0,38 "," € 7.220.000,00"
17. Sep 2008,Delisted (Notierungsaufnahme),SixStar Films AG, -kein-,None,None," € 0,95 "," € 9.500.000,00"
17. Sep 2008,Delisted (Notierungsaufnahme),JR Kliniken Holding AG, -kein-,None,None," € 1,30 "," € 13.000.000,00"
15. Sep 2008,Delisted (Notierungsaufnahme),Zürich Capital Markets AG, -kein-,None,None," € 0,50 "," € 29.207.253,50"
15. Sep 2008,Delisted (Notierungsaufnahme),EPG [Engineered nanoProducts Germany] AG, Industrie,None,None," € 100,00 "," € 27.184.000,00"
10. Sep 2008,Delisted (Notierungsaufnahme),Fibema AG, -kein-,None,None," € 1,20 "," € 12.000.000,00"
10. Sep 2008,Delisted (Notierungsaufnahme),First Trend-Management AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
04. Sep 2008,Delisted (Notierungsaufnahme),Glasauer Swiss KGaA, -kein-,None,None," € 4,25 "," € 3.442.500,00"
29. Aug 2008,Delisted (Notierungsaufnahme),Smart Grids AG, -kein-,None,None," € 1,00 "," € 400.000,00"
25. Aug 2008,Delisted (Notierungsaufnahme),AuraGenix N.V., -kein-,None,None," € 3,00 "," € 37.500.000,00"
25. Aug 2008,Delisted (Notierungsaufnahme),QueueMed International N.V., -kein-,None,None," € 2,50 "," € 11.250.000,00"
25. Aug 2008,Delisted (Notierungsaufnahme),Equity Capital Management PLC, -kein-,None,None," € 0,35 "," € 525.000,00"
21. Aug 2008,Delisted (Notierungsaufnahme),FluidForm Corp., -kein-,None,None," € 0,70 "," € 70.000.000,00"
21. Aug 2008,Delisted (Notierungsaufnahme),ECO Recovery Corp., -kein-,None,None," € 0,55 "," € 55.000.000,00"
20. Aug 2008,Delisted (Notierungsaufnahme),Aragon Energy AG, -kein-,None,None," € 0,80 "," € 16.000.000,00"
19. Aug 2008,Delisted (Notierungsaufnahme),Synthion AG, -kein-,None,None," € 3,75 "," € 56.250.000,00"
19. Aug 2008,Delisted (Notierungsaufnahme),Sino European Biotechnology AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
13. Aug 2008,Delisted (Notierungsaufnahme),SolTerra Capital Corp., -kein-,None,None," € 0,70 "," € 70.000.000,00"
13. Aug 2008,Delisted (Notierungsaufnahme),Paymotech SA, -kein-,None,None," € 1,75 "," € 59.500.000,00"
12. Aug 2008,Delisted (Notierungsaufnahme),Helvetic Star AG, -kein-,None,None," € 3,11 "," € 808.600,00"
11. Aug 2008,Delisted (Notierungsaufnahme),Advanced Equity Financing AG, -kein-,None,None," € 66,00 "," € 137.360.000,00"
08. Aug 2008,Delisted (Notierungsaufnahme),FCBBI AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
05. Aug 2008,Delisted (Notierungsaufnahme),Sintal Agriculture PLC, -kein-,None,None," € 4,70 "," € 154.824.110,00"
30. Jul 2008,Delisted (Notierungsaufnahme),Digital Media Group AG, -kein-,None,None," € 0,75 "," € 22.500.000,00"
30. Jul 2008,Delisted (Notierungsaufnahme),ActionLife Resorts Ltd., -kein-,None,None," € 0,85 "," € 21.760.000,00"
29. Jul 2008,Delisted (Notierungsaufnahme),Barclay Technologies Holding AG, -kein-,None,None," € 1,00 "," € 10.000.000,00"
25. Jul 2008,Delisted (Notierungsaufnahme),the brandgeneration AG, -kein-,None,None," € 1,05 "," € 52.500.000,00"
22. Jul 2008,Delisted (Notierungsaufnahme),AKAN Capital Partners PLC, -kein-,None,None," € 1,10 "," € 88.364.685,20"
18. Jul 2008,Delisted (Notierungsaufnahme),FNT Forever New Technologies Inc., -kein-,None,None," € 2,90 "," € 14.790.000,00"
15. Jul 2008,Delisted (Notierungsaufnahme),LoanCheck S.A., -kein-,None,None," € 1,05 "," € 52.500.000,00"
14. Jul 2008,Delisted (Notierungsaufnahme),Korsair Holdings AG, -kein-,None,None," € 0,36 "," € 3.600.000,00"
